US State,Crop Name,Input N,Output N,Input P,Output P,Input K,Output K
South Dakota,"Swiss Chard",9,22,45,6,0,43
South Dakota,"Brown-eyed Susan",31,23,50,49,14,41
South Dakota,"Snap Beans",46,26,31,11,23,22
South Dakota,"Bermuda Grass",4,20,41,39,28,12
South Dakota,"Roadweed",49,21,39,31,8,43
South Dakota,"Fellenwort",44,8,0,43,22,48
South Dakota,"Okra",47,30,33,49,30,28
South Dakota,"Rambai",31,49,49,3,25,4
South Dakota,"Elderberry",42,18,2,7,10,42
South Dakota,"Sunflowers",38,42,1,8,9,1
South Dakota,"Cardamom",20,8,27,1,22,25
South Dakota,"Fonio",7,19,21,24,34,47
South Dakota,"Ryegrass",35,35,41,48,23,19
South Dakota,"Tangerines",6,5,16,9,38,36
South Dakota,"Peas",31,29,45,26,34,30
South Dakota,"Mulberry Tree",27,33,39,50,2,30
South Dakota,"Mustard Seeds",50,12,38,31,21,46
South Dakota,"Brittlebush",40,40,37,5,26,42
South Dakota,"Chayote",32,28,27,46,37,34
South Dakota,"Dindle",25,32,45,41,12,49
South Dakota,"Mint Balm",12,32,8,12,22,21
South Dakota,"Fluxroot",46,18,44,45,31,42
South Dakota,"Mesquite",27,11,16,1,37,37
South Dakota,"Kapok",1,44,44,33,44,39
South Dakota,"Chinese Broccoli",32,49,13,17,2,1
South Dakota,"Rheumatism Root",14,33,28,11,40,32
South Dakota,"Licorice",35,39,9,20,50,36
South Dakota,"Parsnips",45,41,32,43,36,38
South Dakota,"Hazelnuts",28,40,22,23,23,11
South Dakota,"Nectarines",5,8,16,17,18,10
South Dakota,"Anaheim Pepper",43,31,24,13,28,50
South Dakota,"Bananas",40,30,36,7,47,5
South Dakota,"Duscle",48,28,7,33,23,36
South Dakota,"Redbud",14,22,7,24,16,30
South Dakota,"Buckwheat",6,38,36,20,0,16
South Dakota,"Tamarinds",15,34,43,21,24,46
South Dakota,"Earth Gall",30,19,24,9,3,46
South Dakota,"Coriander",23,4,49,49,43,20
South Dakota,"Cress",50,15,7,19,21,45
South Dakota,"Kenaf",31,23,9,3,8,46
South Dakota,"Musk Cucumber",29,27,8,45,9,21
South Dakota,"Dogwood",28,48,6,23,37,48
South Dakota,"Tobacco Plant",31,22,4,12,41,32
South Dakota,"Blackberries",0,1,14,21,46,19
South Dakota,"Bittersweet",46,35,23,21,33,2
South Dakota,"White Sweetclover",2,44,41,50,11,13
South Dakota,"Aloe Vera",45,39,1,30,18,45
South Dakota,"Coconuts",9,21,22,31,45,13
South Dakota,"Indian Fig",34,49,18,15,38,48
South Dakota,"Rubber Tree",4,40,16,19,11,13
South Dakota,"Mesta Rapeseed",7,40,9,33,8,21
South Dakota,"Currants",17,5,27,10,1,50
South Dakota,"Pitaya",45,24,48,13,29,30
South Dakota,"Chrysanthemum",13,12,7,21,6,3
South Dakota,"Lupins",26,17,19,6,23,26
South Dakota,"Almonds",5,42,26,44,37,24
South Dakota,"Rhubarb",29,5,4,24,23,9
South Dakota,"Mangosteens",6,49,28,26,9,50
South Dakota,"Easter Orchid",1,39,4,31,14,39
South Dakota,"Bugle",25,13,35,47,32,29
South Dakota,"Sweet Potatoes",19,47,43,2,38,10
South Dakota,"Hoary Ragwort",38,14,25,12,20,45
South Dakota,"Limes",50,31,18,41,2,16
South Dakota,"Almond",13,7,40,15,34,10
South Dakota,"Eytelia",34,17,48,49,13,47
South Dakota,"Jalapeño",17,8,16,24,10,36
South Dakota,"Garlic",3,35,47,36,8,45
South Dakota,"Extinguisher Moss",12,36,39,3,25,19
South Dakota,"Bitterweed",6,31,30,37,29,5
South Dakota,"Flax",43,9,8,26,19,37
South Dakota,"Catnip",30,40,15,17,5,25
South Dakota,"Yellow Squash",8,28,6,43,11,45
South Dakota,"Evergreen Huckleberry",11,43,23,25,19,42
South Dakota,"Yellow Rocket",4,34,15,27,50,27
South Dakota,"Watercress",43,9,24,27,1,30
South Dakota,"Red Ink Plant",23,7,16,20,2,5
South Dakota,"Borage",33,46,16,38,26,25
South Dakota,"Dates",29,39,24,12,13,19
South Dakota,"Hibiscus",11,21,24,1,42,36
South Dakota,"Sudan Grass",12,12,23,12,22,3
South Dakota,"Pomegranates",37,12,1,30,2,30
South Dakota,"Japanese Millet",1,27,47,37,28,21
South Dakota,"Bay",6,18,1,13,2,33
South Dakota,"Bell Peppers",20,0,20,26,25,2
South Dakota,"Acerola",3,45,9,16,6,28
South Dakota,"Felonwood",34,38,16,33,34,38
South Dakota,"Plantains",9,34,30,34,27,40
South Dakota,"Sage",35,24,46,32,3,37
South Dakota,"Sweet Clover",26,36,22,37,31,43
South Dakota,"Beets",14,42,33,24,24,1
South Dakota,"Arugula",48,13,26,20,14,36
South Dakota,"African Rice",18,40,10,4,25,12
South Dakota,"Fig Tree",47,0,20,12,26,41
South Dakota,"Anise",28,27,41,12,19,32
South Dakota,"Chives",47,6,4,36,4,37
South Dakota,"Canabis",41,43,36,28,45,44
South Dakota,"Redbrush",15,11,8,37,2,28
South Dakota,"Angel Trumpet",12,38,49,47,7,38
South Dakota,"Asian Rice",39,32,40,47,24,20
South Dakota,"Jicama",20,44,9,6,2,9
South Dakota,"Corn",29,37,39,34,24,31
South Dakota,"Papayas",1,2,13,40,38,48
South Dakota,"Horseradish",7,46,6,40,2,34
South Dakota,"Teak",41,35,19,48,33,40
South Dakota,"Hemp",34,37,20,31,18,42
South Dakota,"Salak",50,36,42,23,32,47
South Dakota,"Bokhara Clover",48,44,7,34,15,34
South Dakota,"Husk Tomato",24,19,21,19,38,11
South Dakota,"Cocoa",20,39,36,30,48,34
South Dakota,"Yams",17,37,7,9,32,31
South Dakota,"Kidney Beans",30,3,16,24,2,16
South Dakota,"Green Beans",1,9,27,2,36,36
South Dakota,"Peanuts",50,29,12,5,40,11
South Dakota,"Judas-Tree",10,42,21,24,15,18
South Dakota,"Common Ragwort",28,21,4,46,24,17
South Dakota,"Lemons",25,48,30,9,38,28
South Dakota,"Arizona Sycamore",10,27,27,44,10,24
South Dakota,"Avocado",14,22,31,0,25,47
South Dakota,"Coconut Palm",9,27,19,16,38,22
South Dakota,"Cherries",44,44,35,29,9,9
South Dakota,"Ragweed",42,33,8,5,18,43
South Dakota,"Ragwort",16,40,36,48,46,48
South Dakota,"Raspberries",27,22,45,13,17,37
South Dakota,"Dewberry",27,6,16,0,21,19
South Dakota,"Camelina",36,20,1,12,40,3
South Dakota,"Mangos",34,39,48,0,5,23
South Dakota,"Napier Grass",48,36,28,19,27,9
South Dakota,"Nutmeg",12,1,22,5,16,49
South Dakota,"Radical Weed",9,1,20,22,35,5
South Dakota,"Sorghum Grass",47,35,32,34,16,20
South Dakota,"Honey Clover",27,36,10,36,27,47
South Dakota,"Cauliflower",20,5,29,6,44,25
South Dakota,"Red Banana",8,27,48,48,10,1
South Dakota,"Caraway",10,47,19,2,33,24
South Dakota,"Pecans",23,46,29,14,3,50
South Dakota,"Amaranth",3,33,49,3,45,24
South Dakota,"Stinging Nettle",17,22,16,49,9,15
South Dakota,"Oxford Ragwort",14,21,29,47,19,32
South Dakota,"Brown Betty",46,31,29,32,25,44
South Dakota,"Woad",34,21,14,26,13,5
South Dakota,"Serrano",32,1,47,32,42,43
South Dakota,"Pineapples",23,46,10,41,46,2
South Dakota,"Ghost Pepper",2,25,13,50,22,4
South Dakota,"Collard Greens",34,17,47,14,3,7
South Dakota,"Birch",11,15,45,37,48,6
South Dakota,"Feverfew",6,23,42,38,21,0
South Dakota,"Fenugreek",40,37,11,43,50,6
South Dakota,"Kale",13,49,38,32,11,21
South Dakota,"Pears",38,44,25,41,18,31
South Dakota,"Bean",18,0,34,7,2,47
South Dakota,"Taro",9,2,43,5,27,18
South Dakota,"Goosefoot",42,50,6,20,39,45
South Dakota,"Pine Nut Tree",25,47,45,13,26,13
South Dakota,"Blue Java Banana",31,4,13,47,31,25
South Dakota,"Black Pepper",17,36,4,9,42,21
South Dakota,"Winged Beans",43,48,36,22,44,42
South Dakota,"Bird of Paradise",22,40,46,17,13,19
South Dakota,"Deadnettle",47,50,19,2,4,2
South Dakota,"Habanero",13,25,16,24,32,46
South Dakota,"Rambutans",15,23,40,17,30,45
South Dakota,"Lentils",10,12,35,30,14,39
South Dakota,"Wax Gourd",41,0,9,17,29,16
South Dakota,"Monkey Orange",30,35,15,39,44,28
South Dakota,"Sorghum",37,5,26,0,31,16
South Dakota,"Lavender",18,34,22,41,1,20
South Dakota,"Tobacco",41,2,13,24,9,25
South Dakota,"Longan",45,31,15,25,5,21
South Dakota,"Sunhemp",37,15,27,18,0,37
South Dakota,"Figs",24,7,43,30,5,28
South Dakota,"Arrowroot",47,44,29,28,48,36
South Dakota,"Elegant Lupine",18,20,18,40,36,33
South Dakota,"Chickpeas",11,19,45,23,7,41
South Dakota,"Apricots",0,39,13,18,47,3
South Dakota,"Olive Tree",0,34,16,43,13,16
South Dakota,"Dame's Rocket",49,14,3,23,30,4
South Dakota,"Burdock",15,30,37,27,8,20
South Dakota,"Brazil Nuts",17,9,49,1,23,41
South Dakota,"Cucumbers",9,12,41,8,21,8
South Dakota,"Bluebell",48,2,25,35,46,46
South Dakota,"Purslane",9,49,21,6,41,47
South Dakota,"Willow",37,50,32,36,7,5
South Dakota,"Juniper Berries",14,2,40,13,15,25
South Dakota,"Dandelion",6,29,29,42,19,26
South Dakota,"Tomatillo",43,2,3,8,48,43
South Dakota,"Oranges",44,28,31,16,2,12
South Dakota,"Hops",45,2,20,27,24,50
South Dakota,"Guar",50,0,33,17,36,16
South Dakota,"Strawberries",20,49,47,36,28,16
South Dakota,"Bok Choy",36,4,29,36,25,45
South Dakota,"Mustard Greens",47,17,12,11,12,5
South Dakota,"Dhaincha",6,45,39,8,2,13
South Dakota,"Potatoes",12,31,44,4,14,22
South Dakota,"Raspberry",10,11,12,10,15,7
South Dakota,"Broadleaf",7,11,4,15,5,48
South Dakota,"Blue-of-the-heavens",39,35,36,20,46,36
South Dakota,"Jerusalem Artichoke",40,31,32,39,16,34
South Dakota,"Eastern Redbud",0,29,27,40,13,14
South Dakota,"Wormwood",37,13,43,34,1,34
South Dakota,"Black Beans",6,23,19,15,19,37
South Dakota,"Canola",17,50,42,0,4,48
South Dakota,"Water Chestnuts",19,24,39,18,9,1
South Dakota,"Turmeric",44,35,21,3,14,12
South Dakota,"Basil",19,29,43,27,24,14
South Dakota,"Thyme",29,3,44,18,29,12
South Dakota,"Lemongrass",18,15,10,35,32,24
South Dakota,"Dwarf Wild Rose",5,21,2,48,10,23
South Dakota,"Flaxseed",17,33,0,17,48,2
South Dakota,"Tossa Jute",33,7,1,39,42,19
South Dakota,"Bindweed",7,3,24,37,39,38
South Dakota,"Rapeseed",27,18,12,7,25,46
South Dakota,"Starfruit",37,17,13,14,38,32
South Dakota,"Scotch Bonnet",50,4,45,17,45,3
South Dakota,"Echinacea",31,47,38,12,30,25
South Dakota,"Passionfruit",29,6,4,12,15,48
South Dakota,"Poblano Pepper",49,16,48,22,34,10
South Dakota,"Henna",1,42,17,42,17,21
South Dakota,"Timothy Grass",3,20,22,11,0,10
South Dakota,"Pinto Beans",18,35,21,16,14,43
South Dakota,"Pigeon Peas",47,0,24,28,6,29
South Dakota,"Birdsfoot Deervetch",24,34,13,32,42,49
South Dakota,"Boxwood",18,9,28,36,49,16
South Dakota,"Parsley",49,47,20,36,27,27
South Dakota,"Guavas",6,28,37,23,26,41
South Dakota,"Orchard Grass",11,34,41,7,22,45
South Dakota,"Grapes",13,31,32,43,49,7
South Dakota,"Macadamia Nuts",13,9,42,43,22,45
South Dakota,"Chestnuts",48,34,1,9,29,10
South Dakota,"Leeks",21,16,20,8,17,48
South Dakota,"Maple Syrup Tree",22,47,43,25,21,26
South Dakota,"Yerba Mate",18,36,18,12,11,50
South Dakota,"Guayule",0,21,37,26,41,39
South Dakota,"Apricot",23,37,30,11,5,1
South Dakota,"Bell Pepper (Red)",30,15,28,12,21,22
South Dakota,"Gooseberries",32,9,34,25,30,16
South Dakota,"Canary Grass",35,41,6,24,17,20
South Dakota,"Sapote",6,48,47,42,30,49
South Dakota,"Neem",43,1,20,26,33,34
South Dakota,"Arfaj",38,41,24,10,3,28
South Dakota,"Dandelion Greens",21,8,43,24,22,21
South Dakota,"Maca",18,5,3,48,0,8
South Dakota,"Butternut Squash",26,48,28,28,36,8
South Dakota,"Elephant Apple",49,13,0,2,50,37
South Dakota,"Indigo",32,3,12,29,37,28
South Dakota,"Cranberries",5,20,17,8,13,13
South Dakota,"Amy Root",11,48,12,9,35,43
South Dakota,"Moringa",24,38,46,23,24,22
South Dakota,"Prairie Rose",21,47,23,20,14,42
South Dakota,"Fumewort",47,28,45,46,16,10
South Dakota,"Guayusa",24,5,48,2,35,11
South Dakota,"Lamb's Lettuce",37,37,22,22,37,2
South Dakota,"Endive",46,36,32,10,3,23
South Dakota,"Alfalfa",11,15,19,46,26,20
South Dakota,"Asparagus",21,36,18,1,2,2
South Dakota,"Carrots",47,38,14,28,6,49
South Dakota,"Black-eyed Susan",2,8,10,27,20,30
South Dakota,"Chicory",1,11,32,28,19,13
South Dakota,"Watermelons",46,47,44,44,44,35
South Dakota,"Coffee",3,2,37,7,49,28
South Dakota,"Chard",2,16,8,25,22,22
South Dakota,"Eucalyptus",5,39,18,50,2,7
South Dakota,"Durian",28,33,41,6,48,46
South Dakota,"Jackfruit",13,41,2,32,30,31
South Dakota,"Lotus Roots",34,9,1,32,18,17
South Dakota,"Acorn Squash",11,5,11,44,36,10
South Dakota,"Purple Raspberry",19,46,45,41,47,29
South Dakota,"Quinoa",32,18,15,46,1,22
South Dakota,"African Sheepbush",14,14,9,37,29,14
South Dakota,"Tatsoi",7,2,0,39,26,24
South Dakota,"Mizuna",11,32,39,38,36,25
South Dakota,"Blackhaw",47,30,41,38,14,8
South Dakota,"Lettuce",48,49,3,9,0,18
South Dakota,"Rhodiola",6,33,45,35,38,36
South Dakota,"Para Grass",14,1,37,23,11,31
South Dakota,"Elderberries",20,13,50,4,20,49
South Dakota,"Spinach",34,14,8,19,5,6
South Dakota,"Turnips",45,37,5,29,36,6
South Dakota,"Caimito",50,40,37,12,26,39
South Dakota,"Teff",31,10,15,2,45,33
South Dakota,"Bird's Nest",14,39,39,36,27,13
South Dakota,"Tabasco",49,27,7,34,40,10
South Dakota,"Redweed",39,6,26,39,44,44
South Dakota,"Sweet Rocket",7,0,17,11,24,43
South Dakota,"White Melilot",2,7,19,24,27,6
South Dakota,"Rutabagas",15,35,21,19,7,42
South Dakota,"Broccoli",45,30,0,36,13,32
South Dakota,"Rice",19,42,26,8,39,3
South Dakota,"Rye",28,4,10,18,9,26
South Dakota,"Valerian",25,7,46,34,19,26
South Dakota,"Ribwort",23,46,18,37,17,43
South Dakota,"Bell Pepper (Yellow)",39,44,43,21,32,18
South Dakota,"Fennel",29,7,7,21,44,12
South Dakota,"Duck Retten",22,7,44,43,29,35
South Dakota,"Western Redbud",26,30,32,47,40,18
South Dakota,"Walnuts",9,21,50,49,34,6
South Dakota,"Bow-wood",18,25,16,8,2,19
South Dakota,"Cumin",50,48,32,8,26,30
South Dakota,"Snake Gourd",45,20,18,5,7,10
South Dakota,"Multiflora Rose",11,48,11,33,17,50
South Dakota,"Safflower",33,30,47,42,4,23
South Dakota,"Cashew Apple",30,49,36,36,14,2
South Dakota,"Banana Pepper",33,41,20,46,29,3
South Dakota,"Soybeans",46,21,6,21,21,26
South Dakota,"Millet",20,42,45,7,39,20
South Dakota,"Artichokes",4,14,48,42,39,37
South Dakota,"Acai Berries",11,34,34,15,16,43
South Dakota,"Blueberry",48,9,1,38,12,35
South Dakota,"Caper",40,7,49,1,47,45
South Dakota,"Spelt",0,32,3,36,50,7
South Dakota,"Desert Rose",35,37,13,22,22,9
South Dakota,"Box",23,41,37,40,31,0
South Dakota,"Rose",15,44,41,2,31,23
South Dakota,"Pumpkins",16,15,17,41,4,47
South Dakota,"Grapefruits",46,18,40,14,35,26
South Dakota,"Salsify",17,49,1,34,19,44
South Dakota,"Dill",23,15,11,43,2,7
South Dakota,"Bearberry",5,12,21,41,33,26
South Dakota,"Chamomile",42,41,16,40,12,32
South Dakota,"Sapodilla",25,22,39,41,12,26
South Dakota,"Millet Grass",8,40,3,8,1,6
South Dakota,"Bell Pepper (Green)",2,41,50,4,30,38
South Dakota,"Bitter Melon",29,19,38,21,12,43
South Dakota,"Mahogany",33,0,23,31,28,42
South Dakota,"Daisy",21,22,43,50,28,25
South Dakota,"Karanda",12,14,18,2,46,35
South Dakota,"Aloe",45,33,17,22,26,16
South Dakota,"Napa Cabbage",5,14,43,34,28,50
South Dakota,"Buffalo Weed",26,7,40,29,27,12
South Dakota,"Kohlrabi",2,47,6,36,44,49
South Dakota,"Winter Rocket",16,19,3,33,41,49
South Dakota,"Baby Rose",46,35,46,24,10,41
South Dakota,"Bamboo Shoots",7,4,43,22,11,4
South Dakota,"Kiwifruit",44,29,22,17,35,30
South Dakota,"Cayenne Pepper",32,28,12,50,4,16
South Dakota,"Radicchio",37,18,17,7,34,11
South Dakota,"Bola Verde",48,5,4,47,43,9
South Dakota,"Giant Ragweed",3,7,47,6,13,14
South Dakota,"Langsat",32,22,13,43,5,44
South Dakota,"Buckeye",48,16,23,50,29,24
South Dakota,"Rocket",35,4,40,7,20,45
South Dakota,"Soursop",41,50,47,41,6,1
South Dakota,"Sugarcane",39,29,46,27,35,21
South Dakota,"Great Ragweed",45,10,9,9,13,39
South Dakota,"Black-weed",7,25,13,26,50,1
South Dakota,"Bay Leaves",35,41,17,9,8,45
South Dakota,"Bahiagrass",39,42,27,25,41,22
South Dakota,"Lima Beans",15,9,31,19,9,37
South Dakota,"Apples",40,16,44,33,5,13
South Dakota,"Rantipole",17,12,41,34,48,20
South Dakota,"Cabbage",20,15,12,46,25,22
South Dakota,"Baobab",11,9,33,20,46,13
South Dakota,"Yarrow",5,47,18,6,23,5
South Dakota,"Low Rose",27,12,37,10,4,1
South Dakota,"Tea",45,29,6,12,26,38
South Dakota,"Asafoetida",35,50,43,19,14,19
South Dakota,"Cottonseed",23,4,29,5,40,47
South Dakota,"Boxelder",50,7,45,4,40,36
South Dakota,"Silver Ragwort",6,45,44,41,16,18
South Dakota,"Triticale",1,17,2,1,11,39
South Dakota,"Bear Corn",26,16,41,15,19,5
South Dakota,"Breadfruit Tree",44,21,17,18,23,37
South Dakota,"Velvet Beans",12,28,7,28,6,41
South Dakota,"Sesame",43,46,19,16,15,6
South Dakota,"Black Raspberry",0,19,46,38,18,40
South Dakota,"Drumstick",24,21,32,1,27,27
South Dakota,"Peaches",22,47,29,19,21,11
South Dakota,"Ginger",33,33,25,11,5,38
South Dakota,"Persimmons",5,37,10,20,40,6
South Dakota,"Honeydew",24,25,0,34,33,8
South Dakota,"Cashews",39,25,16,28,27,32
South Dakota,"Ambrosia",29,19,14,6,20,48
South Dakota,"Rose Apples",41,22,31,9,44,20
South Dakota,"Cork Oak",46,9,16,21,39,17
South Dakota,"Jatropha",47,41,28,39,34,17
South Dakota,"Gherkin",23,10,10,8,44,42
South Dakota,"Cassava",50,37,15,22,23,25
South Dakota,"Loofah",4,18,8,28,44,27
South Dakota,"Olive",8,26,42,35,16,30
South Dakota,"Barley",15,50,5,40,9,46
Tennessee,"Kiwifruit",18,17,14,21,48,25
Tennessee,"Fig Tree",8,42,2,35,30,40
Tennessee,"Desert Rose",5,21,16,13,48,0
Tennessee,"Brazil Nuts",6,26,27,5,40,3
Tennessee,"Jicama",0,49,24,25,2,50
Tennessee,"Date Palm",38,35,28,35,33,9
Tennessee,"Dindle",26,35,40,26,23,43
Tennessee,"Macadamia Nuts",36,5,10,36,49,12
Tennessee,"Elderberries",36,30,42,44,17,36
Tennessee,"Tomatoes",25,31,19,18,11,3
Tennessee,"Elderberry",20,35,27,19,20,46
Tennessee,"Winter Rocket",6,21,49,15,4,39
Tennessee,"Green Beans",4,8,12,0,2,0
Tennessee,"Jatropha",23,28,10,20,26,22
Tennessee,"Black-eyed Susan",32,39,41,16,17,17
Tennessee,"Bitterweed",33,45,43,36,10,45
Tennessee,"Tossa Jute",41,10,6,17,7,20
Tennessee,"Anaheim Pepper",14,48,1,2,13,45
Tennessee,"Mung Beans",17,1,0,11,15,5
Tennessee,"Rambai",37,42,4,29,3,13
Tennessee,"Plantains",19,20,16,47,30,16
Tennessee,"Caraway",6,33,28,44,21,46
Tennessee,"Lychees",47,36,15,38,29,41
Tennessee,"Wax Gourd",25,9,7,50,45,15
Tennessee,"Rice",36,44,37,6,2,36
Tennessee,"Cucumbers",26,11,8,29,37,10
Tennessee,"Limes",18,33,33,3,43,45
Tennessee,"Foxglove",19,6,45,24,33,13
Tennessee,"Camu Camu",27,17,12,45,24,40
Tennessee,"Bell Pepper (Yellow)",36,21,22,37,11,8
Tennessee,"Brier",3,36,35,25,35,26
Tennessee,"Poblano Pepper",25,3,45,19,14,42
Tennessee,"Loquat",2,17,20,6,12,48
Tennessee,"Azolla",25,33,12,36,22,31
Tennessee,"Buckwheat",17,35,25,12,17,13
Tennessee,"Bay",25,25,15,46,13,25
Tennessee,"Musk Cucumber",21,15,26,33,14,5
Tennessee,"Pine Nut Tree",46,35,2,35,13,47
Tennessee,"African Sheepbush",40,21,26,35,4,9
Tennessee,"Bittersweet",45,14,41,41,42,11
Tennessee,"Coriander",2,3,16,18,30,46
Tennessee,"Pistachios",45,41,25,48,50,40
Tennessee,"Olive Tree",36,3,33,2,4,31
Tennessee,"Tamarinds",2,20,16,34,20,18
Tennessee,"Zucchini",17,27,1,26,37,24
Tennessee,"Agave",49,3,32,13,25,10
Tennessee,"Aloe Vera",23,18,23,49,37,1
Tennessee,"Karanda",1,50,32,50,15,1
Tennessee,"Cherimoya",50,9,0,9,21,15
Tennessee,"Eggplants",43,12,36,15,6,36
Tennessee,"Yams",16,35,26,39,20,25
Tennessee,"Feverfew",4,37,21,10,38,24
Tennessee,"Canary Grass",26,16,41,20,5,28
Tennessee,"White Melilot",31,9,9,12,20,0
Tennessee,"Hazelnuts",18,1,23,10,2,31
Tennessee,"Teff",18,50,22,13,18,36
Tennessee,"Coffee",8,21,15,35,18,40
Tennessee,"Pumpkins",7,27,13,15,37,25
Tennessee,"Camelina",38,21,5,34,9,5
Tennessee,"Potatoes",15,18,19,0,1,5
Tennessee,"Snap Beans",32,2,14,30,22,31
Tennessee,"Rocket",2,2,23,40,31,1
Tennessee,"Bird of Paradise",20,16,20,16,24,50
Tennessee,"Shallots",32,34,4,40,5,42
Tennessee,"Ragweed",48,11,16,27,27,22
Tennessee,"Birdsfoot Deervetch",43,24,19,46,8,28
Tennessee,"Licorice",2,36,49,16,35,20
Tennessee,"Carrots",23,1,43,14,15,13
Tennessee,"Persimmons",46,5,38,43,38,5
Tennessee,"Mahogany",2,38,3,32,46,38
Tennessee,"Echinacea",47,34,44,37,15,18
Tennessee,"Black Raspberry",42,13,0,2,6,13
Tennessee,"Cauliflower",22,40,31,7,19,35
Tennessee,"Jabuticaba",41,48,35,46,19,50
Tennessee,"Chia",9,25,22,5,47,23
Tennessee,"Longan",14,3,34,5,37,3
Tennessee,"Alfalfa",19,36,9,10,36,4
Tennessee,"Ambrosia",24,6,37,13,36,39
Tennessee,"Gherkin",19,8,17,2,38,49
Tennessee,"Tarragon",22,20,1,23,7,37
Tennessee,"Guavas",22,49,32,45,35,13
Tennessee,"Ginseng",7,21,3,4,20,43
Tennessee,"Beets",41,45,32,14,28,34
Tennessee,"Millet Grass",13,45,19,11,23,40
Tennessee,"Dogwood",47,29,4,4,3,22
Tennessee,"Husk Tomato",45,9,26,4,9,5
Tennessee,"Nutmeg",29,45,50,40,33,13
Tennessee,"Pepino Melon",21,30,41,44,35,48
Tennessee,"Chard",50,35,3,23,23,11
Tennessee,"Tomatillo",18,40,24,26,23,37
Tennessee,"Elephant Apple",47,45,18,11,14,37
Tennessee,"Yellow Squash",26,15,24,20,15,36
Tennessee,"Watermelons",9,35,13,25,31,21
Tennessee,"Butterfly Flower",17,45,24,11,31,41
Tennessee,"Banana Pepper",39,44,9,32,8,33
Tennessee,"Cloves",38,8,19,12,8,2
Tennessee,"Pigeon Peas",26,10,19,17,42,28
Tennessee,"Dandelion Greens",8,29,7,13,21,15
Tennessee,"Extinguisher Moss",7,13,9,43,34,29
Tennessee,"Kava",7,43,13,24,4,47
Tennessee,"Earth Gall",43,13,24,7,48,17
Tennessee,"Fonio",50,40,25,20,11,23
Tennessee,"Bow-wood",12,3,4,4,26,48
Tennessee,"Kenaf",29,26,9,10,41,31
Tennessee,"Scotch Bonnet",5,14,31,14,19,34
Tennessee,"Bean",13,25,6,42,43,49
Tennessee,"Avocado",23,40,12,44,40,11
Tennessee,"Raspberries",26,1,5,40,40,43
Tennessee,"Sorrel",33,35,11,43,13,20
Tennessee,"Pears",23,8,45,12,50,26
Tennessee,"Oil Palm",42,32,39,49,5,39
Tennessee,"Calendula",18,6,20,38,0,11
Tennessee,"Moringa",45,20,21,49,9,26
Tennessee,"Bearberry",29,26,48,9,45,19
Tennessee,"Chayote",8,18,8,4,16,12
Tennessee,"Bermuda Grass",7,42,16,20,41,5
Tennessee,"Lavender",4,38,37,17,24,27
Tennessee,"Chickory",0,19,46,14,15,6
Tennessee,"Chamomile",20,27,31,6,12,9
Tennessee,"Cress",30,19,1,23,29,50
Tennessee,"Rheumatism Root",47,21,29,41,31,4
Tennessee,"Jerusalem Artichoke",39,7,30,2,37,28
Tennessee,"Beech",19,20,50,47,32,19
Tennessee,"Cork Oak",10,23,16,26,17,30
Tennessee,"Chinese Broccoli",19,2,17,3,33,17
Tennessee,"Peas",39,27,7,6,18,35
Tennessee,"Jalapeño",48,12,6,34,11,27
Tennessee,"Cardamom",33,43,49,5,32,4
Tennessee,"African Rice",32,9,2,2,25,26
Tennessee,"Guayule",22,43,10,43,29,7
Tennessee,"Asparagus",47,30,45,42,45,12
Tennessee,"Prairie Rose",39,21,41,24,6,6
Tennessee,"Pecans",10,24,37,11,18,28
Tennessee,"Sapodilla",45,45,5,26,27,30
Tennessee,"Oregano",50,41,33,14,35,0
Tennessee,"Caimito",25,4,14,10,26,5
Tennessee,"Ghost Pepper",34,4,19,8,21,34
Tennessee,"Radicchio",12,4,22,30,2,39
Tennessee,"Barley",28,0,26,16,19,27
Tennessee,"Evergreen Huckleberry",18,18,39,8,41,28
Tennessee,"Japanese Millet",34,29,43,0,20,45
Tennessee,"Aloe",31,35,24,48,36,34
Tennessee,"Lotus Roots",20,41,6,38,42,8
Tennessee,"Juniper Berries",47,0,11,47,22,2
Tennessee,"Tobacco Plant",45,15,39,14,12,18
Tennessee,"Sweet Clover",4,27,6,26,33,1
Tennessee,"Orchard Grass",6,12,5,16,18,49
Tennessee,"Fava Beans",45,32,21,40,42,17
Tennessee,"Melons",23,7,19,11,16,16
Tennessee,"Rose Apples",38,23,13,50,13,6
Tennessee,"Pawpaw",2,11,9,19,23,4
Tennessee,"Flaxseed",23,32,2,44,44,45
Tennessee,"Madder",7,11,9,10,39,11
Tennessee,"Cowpeas",14,29,36,18,10,33
Tennessee,"Yellow Rocket",25,12,1,3,50,2
Tennessee,"Marsh Ragwort",1,2,19,9,31,26
Tennessee,"Giant Ragweed",40,30,22,23,50,24
Tennessee,"Indigo",41,22,20,43,7,13
Tennessee,"Turmeric",6,0,24,31,44,50
Tennessee,"Pomegranates",22,50,19,7,48,41
Tennessee,"Henna",1,22,24,12,21,35
Tennessee,"Tabasco",34,5,44,1,0,46
Tennessee,"Turnips",5,24,6,32,6,34
Tennessee,"Millet",10,23,43,33,21,36
Tennessee,"Grapes",26,20,41,3,42,40
Tennessee,"Grapefruits",12,4,17,8,35,39
Tennessee,"Lemongrass",8,25,9,11,31,1
Tennessee,"Rosemary",18,12,12,2,14,35
